node,betweenness
663,496.122637
664,407.325932
665,332.397636
666,524.345390
667,507.285163
668,504.782669
669,510.048931
670,361.784432
671,642.602279
672,454.597835
673,579.841741
674,474.670956
675,430.686680
676,433.442492
677,316.433234
678,451.254184
679,425.238513
680,495.530462
681,437.290435
682,320.760902
683,408.774056
684,291.495445
685,522.800939
686,291.108909
687,454.231225
688,630.725657
689,399.619537
690,525.900849
691,451.253738
692,404.625955
693,739.941715
694,512.163148
695,486.365877
696,433.364043
697,650.864922
698,423.612072
699,409.244491
700,277.012030
701,343.302716
702,367.023161
703,412.835347
704,440.884640
705,401.112815
706,426.146649
707,423.214026
708,632.084664
709,570.195921
710,695.186176
711,363.323452
712,586.714733
713,458.527304
714,392.567469
715,589.000637
716,491.012244
717,383.337635
718,475.405722
719,421.776950
720,418.727722
721,488.778946
722,405.082008
723,396.414007
724,380.233014
725,422.147768
726,425.212002
727,406.459610
728,340.071875
729,415.035618
730,394.810126
731,571.460512
732,431.807792
733,490.905666
734,569.562633
735,435.421169
736,475.627334
737,431.637367
738,596.992221
739,358.787056
740,555.535967
741,482.581576
742,376.432624
743,490.508575
744,416.898937
745,402.653234
746,326.252021
747,483.158167
748,297.246496
749,537.211867
750,558.809861
751,492.568943
752,441.969217
753,434.538951
754,495.360485
755,505.015771
756,474.347553
757,515.132657
758,395.999481
759,492.419359
760,406.831752
761,496.364303
762,475.495086
763,622.978338
764,396.845805
765,438.883622
766,423.676689
767,342.416512
768,468.048819
769,482.376072
770,435.143866
771,411.778039
772,609.425361
773,465.568945
774,394.944780
775,419.760333
776,568.531102
777,439.628429
778,508.056901
779,583.884735
780,436.185255
781,472.051625
782,539.853977
783,298.498106
784,554.125403
785,550.516961
786,332.525115
787,416.570825
788,634.940647
789,387.715123
790,472.479710
791,339.416448
792,478.442505
793,357.359902
794,490.809153
795,403.293040
796,448.247015
797,393.019603
798,460.314700
799,532.429537
800,451.367908
801,400.200121
802,516.484886
803,355.002736
804,397.606710
805,350.421870
806,483.570354
807,487.143869
808,681.139848
809,322.495032
810,545.194879
811,556.638053
812,349.067432
813,369.655831
814,321.812150
815,402.722039
816,405.219687
817,381.540152
818,454.010503
819,381.788300
820,670.277899
821,238.671494
822,303.123625
823,318.373386
824,465.261085
825,281.546030
826,342.656107
827,415.438436
828,601.225933
829,456.039993
830,424.619941
831,481.826557
832,540.252975
833,339.606113
834,392.467407
835,478.172512
836,435.973546
837,540.791327
838,446.750294
839,485.977842
840,555.144941
841,540.551586
842,387.785326
843,481.507526
844,499.804724
845,437.226466
846,347.688732
847,549.961042
848,281.405888
849,436.542047
850,378.148916
851,589.843427
852,383.187751
853,625.342045
854,574.300239
855,595.272434
856,403.596463
857,464.510591
858,510.917685
859,469.576488
860,518.488181
861,357.188210
862,499.834137
863,452.607154
864,529.973935
865,451.740110
866,394.927765
867,268.166900
868,404.909202
869,649.448494
870,301.759039
871,501.481488
872,541.208922
873,403.040457
874,364.718564
875,481.016865
876,458.929969
877,473.663836
878,586.274785
879,440.033954
880,420.166940
881,505.997965
882,324.292712
883,438.980390
884,394.295470
885,476.821130
886,360.455051
887,629.419222
888,446.521723
889,350.064314
890,453.870444
891,395.042811
892,420.947609
893,389.589376
894,456.440663
895,434.334549
896,364.727476
897,430.308991
898,456.607086
899,436.649057
900,577.442050
901,335.407451
902,443.851767
903,492.425562
904,514.188570
905,436.652315
906,448.266726
907,503.689235
908,394.193769
909,442.018145
910,556.077797
911,622.212052
912,413.075717
913,575.805033
914,372.050283
915,360.028858
916,500.763622
917,512.792966
918,403.940158
919,378.506139
920,510.911441
921,616.120506
922,350.589662
923,559.013001
924,562.289815
925,506.684513
926,481.437762
927,372.354751
928,378.580177
929,396.567257
930,487.347583
931,461.136948
932,389.338709
933,350.728053
934,479.155406
935,463.944704
936,395.774212
937,376.469559
938,554.465367
939,409.498687
940,373.843422
941,394.506611
942,466.694934
943,441.329554
944,520.743473
945,442.494395
946,283.531326
947,439.016793
948,332.936447
949,572.725855
950,491.295627
951,236.458039
952,610.940187
953,393.031797
954,611.474239
955,489.734490
956,426.398146
957,476.999574
958,366.542604
959,422.000345
960,326.720347
961,498.275425
962,399.509241
963,327.973485
964,498.880212
965,349.334841
966,430.541445
967,452.544315
968,374.965444
969,430.607622
970,401.204442
971,431.428001
972,514.448113
973,529.200980
974,542.880818
975,564.247609
976,398.001387
977,351.771235
978,376.380746
979,388.376044
980,586.947357
981,604.396807
982,451.575570
983,419.343204
984,403.380082
985,292.638154
986,434.854812
987,523.030059
988,367.739141
989,516.649551
990,388.955042
991,331.150608
992,385.412185
993,442.728377
994,457.412112
995,312.509268
996,435.447211
997,505.449613
998,621.028376
999,424.335644
