node,betweenness
588,60.833814
589,200.119014
590,672.969723
591,157.709977
592,356.466378
593,225.531108
594,38.150448
595,96.066022
596,101.771319
597,82.897433
598,149.195632
599,1124.521264
600,68.988376
601,57.306321
602,78.007241
603,132.740053
604,22.516684
605,30.309777
606,455.247439
607,44.223866
608,220.580593
609,330.557001
610,275.275035
611,190.031682
612,295.885690
613,126.150399
614,131.492835
615,51.862276
616,129.783609
617,376.656169
618,53.101910
619,149.191279
620,66.742432
621,123.012075
622,107.872969
623,232.865553
624,261.982411
625,975.796667
626,611.856032
627,401.157204
628,33.332484
629,351.376558
630,271.302101
631,364.181683
632,73.755764
633,47.053495
634,67.186504
635,130.239656
636,225.121398
637,178.902157
638,253.613929
639,169.653811
640,57.074791
641,103.222872
642,214.630838
643,163.536061
644,381.745099
645,402.277487
646,230.474444
647,331.480818
648,43.046642
649,707.291595
650,155.299406
651,195.436197
652,224.133805
653,162.307975
654,798.405073
655,186.570474
656,451.768048
657,65.497223
658,319.904880
659,117.774857
660,159.523170
661,50.786891
662,366.838043
663,172.437095
664,380.771021
665,188.693588
666,80.543828
667,52.426740
668,130.093347
669,119.611259
670,161.495622
671,379.785271
672,752.146899
673,339.576720
674,66.690140
675,137.538687
676,107.696787
677,344.625723
678,166.544227
679,222.331463
680,159.265539
681,159.095489
682,120.417215
683,277.329258
684,1596.832723
685,290.939863
686,137.023205
687,166.531055
688,119.056993
689,199.337095
690,300.835924
691,94.887205
692,14.367569
693,78.490982
694,150.971850
695,771.897856
696,58.634328
697,155.016976
698,186.854409
699,124.833644
700,228.281412
701,310.064275
702,95.538132
703,363.713645
704,119.368010
705,806.687169
706,241.102919
707,194.341296
708,63.211811
709,106.619943
710,96.202636
711,212.183633
712,73.015175
713,84.299416
714,492.899309
715,127.861250
716,254.226393
717,102.522295
718,643.533119
719,75.769582
720,518.849088
721,177.701344
722,115.505923
723,59.218007
724,288.694903
725,142.159046
726,253.815327
727,37.513059
728,106.585535
729,230.397469
730,167.292730
731,277.179194
732,96.174623
733,175.089284
734,36.793314
735,350.672859
736,453.877338
737,81.362686
738,89.172151
739,237.303947
740,82.805991
741,113.010572
742,97.517976
743,165.480429
744,546.742026
745,163.542034
746,219.956031
747,164.160558
748,405.167123
749,66.933277
750,127.801818
751,146.476228
752,854.734720
753,236.766087
754,152.567986
755,56.877525
756,440.761788
757,988.079094
758,156.529690
759,207.646912
760,145.838195
761,674.674068
762,54.532848
763,212.996396
764,1007.935451
765,360.276559
766,341.822429
767,193.944794
768,800.552503
769,82.001672
770,598.641099
771,366.563330
772,232.600354
773,95.587081
774,170.129515
775,97.922173
776,328.354228
777,56.088247
778,95.980675
779,52.131122
780,255.522568
781,172.784874
782,73.353659
783,142.158734
784,413.718441
785,121.366793
786,77.692216
787,85.172867
788,244.869780
789,544.018605
790,360.687772
791,73.533608
792,162.364071
793,105.360965
794,236.289354
795,16.660675
796,87.189996
797,360.840352
798,147.541824
799,131.480355
800,45.376137
801,188.413803
802,240.134281
803,40.907987
804,273.364668
805,25.700692
806,75.347768
807,99.835821
808,63.421753
809,83.171454
810,652.433392
811,52.389537
812,121.901657
813,306.379210
814,96.856137
815,109.528239
816,146.477756
817,129.568741
818,430.958550
819,50.647788
820,93.510397
821,97.220257
822,189.594806
823,41.949977
824,112.683723
825,81.514242
826,375.103732
827,96.095574
828,142.921001
829,75.094941
830,31.555868
831,263.164804
832,259.978380
833,77.181416
834,248.294767
835,327.004768
836,80.367879
837,100.687120
838,145.400568
839,62.162064
840,102.397785
841,174.750698
842,157.775014
843,37.021886
844,714.152596
845,37.568176
846,170.246746
847,287.128546
848,86.430233
849,72.880801
850,244.054046
851,290.950258
852,62.313243
853,129.229611
854,109.566690
855,152.839973
856,64.427768
857,451.929655
858,126.966727
859,33.653151
860,55.081151
861,318.972738
862,45.789444
863,76.890483
864,145.455998
865,101.787647
866,162.310435
867,106.445784
868,62.904745
869,84.889358
870,50.494071
871,87.634586
872,234.105962
873,122.538798
874,240.654877
875,359.787967
876,47.439419
877,88.934060
878,103.567371
879,70.160217
880,85.001598
881,68.625544
882,253.786525
883,854.275714
884,131.550678
885,281.926585
886,61.577914
887,107.109196
888,702.054403
889,139.828784
890,103.600839
891,123.636180
892,69.186934
893,60.375788
894,175.329507
895,70.865266
896,161.949757
897,66.032754
898,245.058599
899,65.541456
900,274.823817
901,152.120110
902,39.253499
903,107.604725
904,108.803778
905,120.832966
906,107.882989
907,68.643472
908,116.369132
909,160.406232
910,29.225300
911,56.883792
912,189.348114
913,83.975069
914,137.175363
915,116.954444
916,143.556130
917,84.654459
918,89.678996
919,274.145519
920,60.990163
921,118.769271
922,61.850518
923,44.396898
924,45.879524
925,60.685566
926,89.326554
927,190.507196
928,69.924612
929,64.956598
930,123.626778
931,154.593279
932,105.354023
933,340.238116
934,96.823423
935,136.404623
936,98.282625
937,119.242463
938,64.510236
939,44.948246
940,59.155230
941,109.260868
942,54.972531
943,232.262783
944,65.430452
945,74.397318
946,138.287775
947,281.356337
948,56.244734
949,89.157338
950,62.155132
951,296.392742
952,169.438639
953,250.243038
954,831.035395
955,336.326734
956,43.256774
957,81.948083
958,342.014420
959,134.929382
960,54.447111
961,84.075058
962,327.820862
963,76.919598
964,707.097962
965,412.050379
966,119.459057
967,70.213760
968,63.849631
969,94.800271
970,63.922823
971,252.155230
972,186.945672
973,44.457899
974,165.128644
975,51.344314
976,86.776592
977,149.304979
978,221.554746
979,102.204551
980,124.847043
981,200.792383
982,119.797324
983,57.871215
984,241.347500
985,240.432259
986,134.181759
987,73.540277
988,40.727115
989,470.133640
990,92.021130
991,172.885831
992,58.735920
993,100.867664
994,91.756491
995,380.263638
996,82.857177
997,58.583647
998,41.548618
999,111.426939
