node,value
0,0.002757410885252023
1,0.0059933781037294015
2,0.0016375589433332478
3,0.0006667717727940628
4,0.01634146424447267
5,0.0013639151213263787
6,0.008503104058508133
7,0.0007713275872223296
8,0.006327291201871925
9,0.007790663015586119
10,0.0013859711949727746
11,0.0075516990354470796
12,0.0012254488515634216
13,0.001758516455755627
14,0.005191596677635633
15,0.001394515984158532
16,0.0012040924576354776
17,0.000980625393659017
18,0.0009756653010978585
19,0.0011937867515893184
20,0.007682421687785297
21,0.001118020293556334
22,0.0009439498010187567
23,0.0011609568259713832
24,0.005486126174747331
25,0.008976636318842724
26,0.0016472006169610184
27,0.0010335530470544005
28,0.0068093187648291505
29,0.0068130338881307794
30,0.006394684037359474
31,0.005338626758300967
32,0.0008701359701618913
33,0.0017575105908887352
34,0.00251997138278511
35,0.0052750369107219435
36,0.0012231170477788713
37,0.000844529740740668
38,0.008881935299085411
39,0.010654881746717495
40,0.0011141090977482397
41,0.00124572450228745
42,0.005014893648310237
43,0.009196878343081218
44,0.005292691632330069
45,0.00041410431743033673
46,0.00678074905123969
47,0.0004498694480059069
48,0.00070419444132849
49,0.0006263441285716955
50,0.0043772012880770325
51,0.006815432036300709
52,0.0008484432431957436
53,0.0007818516712253241
54,0.006479787783542567
55,0.007928797971777708
56,0.009791456564749109
57,0.005756905145270551
58,0.0011415652588715995
59,0.008682730586080514
60,0.001141186948847412
61,0.00617354668571019
62,0.0009917021010327244
63,0.001650584581094975
64,0.014373949373244894
65,0.0008003597305277393
66,0.0012032507252335012
67,0.003501633008244732
68,0.00700076280679709
69,0.0071332316353788505
70,0.004034122273657716
71,0.0031825432719621576
72,0.007071805900496629
73,0.00541687247565797
74,0.0013357961063453164
75,0.001256438186665813
76,0.0011813169035590028
77,0.010712699568447689
78,0.0018743173133689197
79,0.0011586014961835751
80,0.006046584143041941
81,0.006600363757614928
82,0.0072280958634948975
83,0.007209983427189867
84,0.001844681044637997
85,0.0013442259830719599
86,0.0021804760888353273
87,0.000748733208375315
88,0.0012056698028085535
89,0.005331599504761048
90,0.006863953788789262
91,0.006951441551132329
92,0.0005454956551250051
93,0.006009563158301461
94,0.0013153376486588991
95,0.007029424174198209
96,0.0012396943517459806
97,0.0009339494816424987
98,0.006262928141397746
99,0.0061376501299387634
100,0.0069424261032504896
101,0.001954113138170499
102,0.0021103944772862798
103,0.01657118338134754
104,0.002213911077052366
105,0.0015032506393070398
106,0.010665643142332749
107,0.007776951913434948
108,0.00889230239513692
109,0.007731434060827494
110,0.006876471587227751
111,0.006694682937923225
112,0.0011382909777176195
113,0.0016162375634464004
114,0.0017164537047787715
