node,value
0,0.0032733224222585926
2,0.0032733224222585926
3,0.0016366612111292963
4,0.004909983633387889
5,0.0016366612111292963
7,0.0016366612111292963
8,0.0016366612111292963
9,0.0032733224222585926
11,0.004909983633387889
13,0.008183306055646482
14,0.0016366612111292963
15,0.0032733224222585926
17,0.0032733224222585926
18,0.0032733224222585926
21,0.0032733224222585926
22,0.0016366612111292963
23,0.0016366612111292963
24,0.0032733224222585926
27,0.0016366612111292963
28,0.0016366612111292963
30,0.004909983633387889
33,0.0032733224222585926
35,0.0032733224222585926
38,0.0016366612111292963
40,0.0032733224222585926
42,0.004909983633387889
43,0.0032733224222585926
44,0.004909983633387889
46,0.0016366612111292963
47,0.0016366612111292963
49,0.0016366612111292963
51,0.0016366612111292963
54,0.0016366612111292963
56,0.0016366612111292963
57,0.0016366612111292963
58,0.0016366612111292963
59,0.0016366612111292963
60,0.0032733224222585926
61,0.0016366612111292963
63,0.004909983633387889
67,0.0016366612111292963
68,0.0016366612111292963
69,0.0032733224222585926
70,0.0032733224222585926
72,0.0016366612111292963
73,0.0032733224222585926
75,0.0016366612111292963
76,0.0016366612111292963
77,0.0016366612111292963
81,0.0032733224222585926
82,0.0032733224222585926
83,0.006546644844517185
87,0.0016366612111292963
89,0.0032733224222585926
91,0.0016366612111292963
94,0.004909983633387889
95,0.0032733224222585926
96,0.0016366612111292963
98,0.0016366612111292963
101,0.0016366612111292963
102,0.0016366612111292963
103,0.006546644844517185
106,0.0032733224222585926
107,0.0032733224222585926
108,0.0016366612111292963
109,0.0016366612111292963
110,0.0032733224222585926
112,0.0016366612111292963
113,0.0016366612111292963
116,0.009819967266775777
118,0.0016366612111292963
119,0.0016366612111292963
120,0.0032733224222585926
121,0.0032733224222585926
123,0.0032733224222585926
124,0.0016366612111292963
125,0.0016366612111292963
126,0.0032733224222585926
130,0.004909983633387889
131,0.0016366612111292963
133,0.0016366612111292963
139,0.0016366612111292963
141,0.0016366612111292963
142,0.0016366612111292963
143,0.004909983633387889
145,0.0032733224222585926
147,0.0032733224222585926
149,0.0032733224222585926
150,0.0016366612111292963
151,0.004909983633387889
152,0.0032733224222585926
154,0.0016366612111292963
155,0.0016366612111292963
156,0.0016366612111292963
157,0.0016366612111292963
158,0.0016366612111292963
159,0.004909983633387889
160,0.0016366612111292963
161,0.0016366612111292963
162,0.0032733224222585926
164,0.0016366612111292963
167,0.0016366612111292963
168,0.0016366612111292963
169,0.0016366612111292963
170,0.0016366612111292963
172,0.004909983633387889
174,0.0032733224222585926
175,0.0016366612111292963
176,0.0016366612111292963
177,0.0016366612111292963
178,0.0032733224222585926
179,0.004909983633387889
180,0.0016366612111292963
181,0.0016366612111292963
185,0.0016366612111292963
186,0.004909983633387889
188,0.0016366612111292963
190,0.0016366612111292963
191,0.006546644844517185
192,0.0032733224222585926
193,0.0016366612111292963
194,0.0016366612111292963
195,0.0016366612111292963
196,0.0032733224222585926
198,0.004909983633387889
200,0.0032733224222585926
206,0.0016366612111292963
208,0.0016366612111292963
210,0.0016366612111292963
211,0.0016366612111292963
214,0.0016366612111292963
215,0.0032733224222585926
217,0.0032733224222585926
218,0.0016366612111292963
219,0.0016366612111292963
220,0.0032733224222585926
224,0.0016366612111292963
227,0.0016366612111292963
228,0.0016366612111292963
229,0.0032733224222585926
231,0.0016366612111292963
236,0.0016366612111292963
240,0.0032733224222585926
241,0.0032733224222585926
243,0.0032733224222585926
244,0.0016366612111292963
245,0.0016366612111292963
246,0.0032733224222585926
249,0.004909983633387889
250,0.006546644844517185
251,0.0016366612111292963
253,0.0016366612111292963
254,0.0016366612111292963
256,0.0032733224222585926
259,0.0016366612111292963
260,0.0016366612111292963
265,0.0016366612111292963
266,0.0016366612111292963
268,0.0032733224222585926
269,0.0016366612111292963
271,0.0016366612111292963
272,0.0032733224222585926
280,0.0016366612111292963
283,0.0016366612111292963
285,0.006546644844517185
286,0.0016366612111292963
287,0.0016366612111292963
288,0.0032733224222585926
289,0.0032733224222585926
290,0.0016366612111292963
291,0.004909983633387889
293,0.0032733224222585926
294,0.0016366612111292963
297,0.0032733224222585926
301,0.0016366612111292963
302,0.0032733224222585926
303,0.0016366612111292963
304,0.0016366612111292963
305,0.006546644844517185
307,0.0032733224222585926
308,0.0016366612111292963
311,0.0016366612111292963
312,0.008183306055646482
314,0.0032733224222585926
317,0.0016366612111292963
319,0.0032733224222585926
320,0.0016366612111292963
321,0.0032733224222585926
322,0.0032733224222585926
323,0.0032733224222585926
325,0.0032733224222585926
326,0.0016366612111292963
327,0.0016366612111292963
328,0.0016366612111292963
330,0.0032733224222585926
331,0.0032733224222585926
332,0.0032733224222585926
333,0.0032733224222585926
335,0.004909983633387889
336,0.0032733224222585926
337,0.0016366612111292963
339,0.0016366612111292963
342,0.0016366612111292963
343,0.0016366612111292963
344,0.0016366612111292963
346,0.0016366612111292963
347,0.0016366612111292963
348,0.0016366612111292963
351,0.0016366612111292963
352,0.0032733224222585926
353,0.0032733224222585926
354,0.006546644844517185
355,0.0032733224222585926
356,0.0016366612111292963
358,0.0016366612111292963
360,0.0016366612111292963
361,0.0016366612111292963
362,0.0016366612111292963
363,0.0032733224222585926
364,0.0032733224222585926
365,0.004909983633387889
368,0.004909983633387889
369,0.0032733224222585926
370,0.0032733224222585926
372,0.004909983633387889
373,0.0016366612111292963
375,0.0016366612111292963
376,0.004909983633387889
377,0.004909983633387889
381,0.0032733224222585926
382,0.0016366612111292963
384,0.0016366612111292963
386,0.0016366612111292963
387,0.0016366612111292963
388,0.0032733224222585926
389,0.0016366612111292963
390,0.0016366612111292963
392,0.004909983633387889
393,0.0016366612111292963
394,0.0016366612111292963
395,0.0032733224222585926
400,0.0016366612111292963
401,0.0032733224222585926
402,0.0016366612111292963
403,0.0016366612111292963
405,0.004909983633387889
406,0.0016366612111292963
408,0.0016366612111292963
410,0.006546644844517185
412,0.0032733224222585926
415,0.0032733224222585926
416,0.0032733224222585926
417,0.0016366612111292963
423,0.004909983633387889
424,0.0016366612111292963
425,0.0016366612111292963
427,0.0016366612111292963
429,0.0016366612111292963
430,0.0016366612111292963
431,0.0016366612111292963
433,0.0016366612111292963
434,0.0016366612111292963
436,0.0032733224222585926
438,0.0016366612111292963
439,0.004909983633387889
442,0.0016366612111292963
444,0.0016366612111292963
448,0.0032733224222585926
449,0.0016366612111292963
450,0.0016366612111292963
451,0.0032733224222585926
452,0.0032733224222585926
453,0.0016366612111292963
454,0.0032733224222585926
457,0.0032733224222585926
458,0.0016366612111292963
459,0.0016366612111292963
460,0.011456628477905075
462,0.004909983633387889
464,0.0032733224222585926
465,0.0032733224222585926
466,0.0016366612111292963
468,0.0032733224222585926
469,0.0016366612111292963
470,0.0016366612111292963
471,0.0016366612111292963
472,0.0016366612111292963
474,0.0016366612111292963
475,0.0016366612111292963
478,0.0016366612111292963
479,0.0016366612111292963
483,0.0016366612111292963
484,0.0016366612111292963
486,0.0016366612111292963
488,0.0016366612111292963
489,0.0032733224222585926
490,0.0016366612111292963
491,0.004909983633387889
492,0.0016366612111292963
493,0.0016366612111292963
494,0.0032733224222585926
498,0.004909983633387889
499,0.004909983633387889
500,0.0016366612111292963
502,0.0016366612111292963
503,0.0016366612111292963
506,0.004909983633387889
507,0.0016366612111292963
508,0.0016366612111292963
510,0.0016366612111292963
511,0.0016366612111292963
512,0.0016366612111292963
513,0.0016366612111292963
514,0.0032733224222585926
515,0.0016366612111292963
516,0.0016366612111292963
519,0.004909983633387889
520,0.0016366612111292963
522,0.0016366612111292963
523,0.0032733224222585926
524,0.0016366612111292963
